# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 29967404716
#
# Overhead  Symbol                               Shared Object                     IPC   [IPC Coverage]
# ........  ...................................  ................................  ....................
#
     0.03%  [.] 0x000000000021dab8               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000f754ae00               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb1591c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000000120dac0               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000006fb2853c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb28d84               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000001210400               libmali.so.1.10.0                 -      -            
     0.03%  [.] glBindFramebuffer                libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000006fb00680               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000001329738               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000011fdf16               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000000144a674               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000006fb013f4               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000f74f5b98               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb6a45c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000072a63b0c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb273cc               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000745273ec               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb22694               [JIT] tid 45815                   -      -            
     0.03%  [.] glUniform4fv                     libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000006fb16600               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000007460b67c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000011f4c9e               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000001df188               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000000120bd2e               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000f751de0c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000002131f0               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x0000000072a61734               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb2d730               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb6b088               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb29000               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000744d4dcc               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb17b00               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000000121b3c0               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000001df160               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000001e9790               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000000009bf0c               libc.so.6                         -      -            
     0.03%  [.] 0x0000000000222a0c               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x0000000074521a80               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000001453806               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000006fb00a68               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000001e97c0               libmali.so.1.10.0                 -      -            
     0.03%  [.] glBindProgramPipeline            libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000000132f238               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000746127e4               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006fb1e3e4               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000000509ce0               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000f74ee29c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000001f1168               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000745d760c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000f754adf8               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000072a606dc               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000000120396c               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000013116e0               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x000000007eed286c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000001ed254               libmali.so.1.10.0                 -      -            
     0.03%  [.] 0x00000000f73a399c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000007eed1ab8               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000f73f844c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x00000000f73f83b8               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000074649de8               [JIT] tid 45815                   -      -            
     0.03%  [k] 0xffffffdafe9f0c90               [unknown]                         -      -            
     0.03%  [.] 0x0000000072a61014               [JIT] tid 45815                   -      -            
     0.03%  [.] __aeabi_uldivmod                 box86                             -      -            
     0.03%  [.] 0x000000006fc4454c               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x000000006e490d44               [JIT] tid 45815                   -      -            
     0.03%  [.] 0x0000000074632b48               [JIT] tid 45815                   -      -            
